hasLoan,hasCreditCard,currentBalance,loanPendingMonths,creditCardLimit,creditCardUsed,creditCardOverduePayment,score,classification
1,1,5627,5,2326,1187,0,350,C
0,1,6303,0,1261,39,0,450,B
1,1,6164,28,882,487,0,300,C
0,1,2428,0,2523,2032,0,400,B
1,0,6076,3,0,0,0,400,B
0,1,1359,0,2882,1869,1,300,C
0,0,9015,0,0,0,0,500,A
1,0,3511,30,0,0,0,350,C
1,0,6934,6,0,0,0,400,B
1,0,2914,22,0,0,0,350,C
0,1,4423,0,526,200,0,450,B
1,0,3186,22,0,0,0,350,C
1,1,7021,29,1288,417,1,150,E
1,1,-568,25,2582,727,1,50,F
1,1,-1952,5,48,38,0,200,D
1,1,51,15,2723,2181,0,300,C
0,0,8793,0,0,0,0,500,A
1,0,6867,15,0,0,0,350,C
1,1,-868,27,1875,1521,0,150,E
1,1,7680,22,541,306,1,150,E
1,1,857,26,2130,1753,1,100,E
1,0,385,2,0,0,0,400,B
0,0,4669,0,0,0,0,500,A
0,0,4587,0,0,0,0,500,A
0,0,3743,0,0,0,0,500,A
0,1,-902,0,3360,496,0,350,C
0,0,4149,0,0,0,0,500,A
0,1,4866,0,916,265,1,300,C
1,0,9055,11,0,0,0,400,B
0,0,7056,0,0,0,0,500,A
0,1,1507,0,2081,1853,1,250,D
1,0,5515,7,0,0,0,400,B
1,1,3689,2,939,701,0,350,C
1,0,-366,23,0,0,0,250,D
0,1,352,0,925,172,1,300,C
1,0,959,17,0,0,0,350,C
1,1,7897,10,674,117,0,350,C
0,0,8869,0,0,0,0,500,A
0,0,8738,0,0,0,0,500,A
1,0,3116,21,0,0,0,350,C
0,1,3281,0,1847,1726,0,400,B
0,0,4205,0,0,0,0,500,A
0,1,-5,0,2168,1563,1,200,D
0,1,-1199,0,3361,2895,0,300,C
1,0,2284,27,0,0,0,350,C
1,0,5839,36,0,0,0,350,C
0,1,-1718,0,79,51,0,300,C
0,0,5301,0,0,0,0,500,A
1,1,8496,25,2857,2193,1,150,E
0,1,3751,0,1783,1682,0,450,B
1,1,2120,21,1863,1814,1,100,E
0,1,1086,0,2012,837,1,300,C
0,0,-801,0,0,0,0,400,B
1,0,-1808,8,0,0,0,300,C
0,0,2079,0,0,0,0,500,A
1,1,4174,28,42,35,1,150,E
0,0,3744,0,0,0,0,500,A
1,1,3140,10,3176,505,0,350,C
1,0,869,1,0,0,0,400,B
1,0,7549,26,0,0,0,350,C
1,0,889,3,0,0,0,400,B
1,1,4107,33,35,5,0,300,C
1,1,2921,22,3328,1778,1,150,E
1,1,3562,6,806,118,0,350,C
1,1,9433,5,2515,385,1,200,D
1,0,1773,14,0,0,0,350,C
1,1,4636,14,1410,549,1,150,E
0,1,2744,0,1091,676,0,450,B
1,1,3628,36,1968,1311,1,150,E
0,1,2751,0,2583,426,0,450,B
0,0,8071,0,0,0,0,500,A
1,0,5880,10,0,0,0,400,B
1,1,366,1,2455,1278,1,200,D
1,1,-1936,9,718,614,0,200,D
1,1,421,14,702,62,1,150,E
0,0,-1285,0,0,0,0,400,B
0,1,3160,0,1901,802,0,450,B
0,0,4375,0,0,0,0,500,A
0,1,2216,0,2822,2584,1,250,D
0,1,8151,0,1093,1036,0,450,B
0,1,8283,0,2623,966,1,300,C
0,1,-914,0,689,652,0,300,C
0,1,9533,0,3169,864,0,450,B
1,1,-1040,23,330,146,1,0,F
1,0,5756,1,0,0,0,400,B
0,1,1450,0,2291,43,1,300,C
1,1,150,11,215,136,0,300,C
0,0,4562,0,0,0,0,500,A
0,0,9003,0,0,0,0,500,A
0,0,5681,0,0,0,0,500,A
1,1,7468,30,2115,706,0,300,C
1,0,7093,14,0,0,0,350,C
0,0,368,0,0,0,0,500,A
0,1,1608,0,2363,74,1,300,C
0,1,156,0,1058,85,0,450,B
0,0,4640,0,0,0,0,500,A
0,0,9560,0,0,0,0,500,A
1,0,8511,3,0,0,0,400,B
1,1,2769,6,751,238,1,200,D
0,1,6456,0,2145,1646,0,450,B
0,1,1145,0,3352,1393,1,300,C
0,0,6329,0,0,0,0,500,A
0,0,563,0,0,0,0,500,A
0,0,3410,0,0,0,0,500,A
1,1,1986,7,2031,68,0,350,C
1,1,448,1,2203,864,1,200,D
1,0,-350,18,0,0,0,250,D
1,0,2843,31,0,0,0,350,C
1,0,4422,22,0,0,0,350,C
0,1,8095,0,2952,2279,1,300,C
1,0,5542,21,0,0,0,350,C
1,0,-443,26,0,0,0,250,D
1,0,6968,16,0,0,0,350,C
1,0,707,10,0,0,0,400,B
1,0,5538,9,0,0,0,400,B
1,0,2769,20,0,0,0,350,C
0,0,2538,0,0,0,0,500,A
0,1,-1737,0,1957,826,0,350,C
0,1,-1833,0,2743,2134,1,200,D
0,0,1066,0,0,0,0,500,A
0,0,2605,0,0,0,0,500,A
0,0,3152,0,0,0,0,500,A
1,0,6622,2,0,0,0,400,B
0,0,-1390,0,0,0,0,400,B
1,1,3840,29,2722,177,1,150,E
0,0,-272,0,0,0,0,400,B
0,1,7430,0,1970,859,0,450,B
0,1,261,0,717,343,0,400,B
1,0,-886,3,0,0,0,300,C
1,1,9307,15,2126,676,0,300,C
1,0,3274,15,0,0,0,350,C
0,0,-1841,0,0,0,0,400,B
1,0,8777,15,0,0,0,350,C
1,0,5889,21,0,0,0,350,C
1,0,3297,27,0,0,0,350,C
0,1,8250,0,3428,220,1,300,C
0,0,1442,0,0,0,0,500,A
0,0,6648,0,0,0,0,500,A
0,1,-1399,0,1051,179,0,350,C
0,0,-178,0,0,0,0,400,B
1,1,2050,3,1639,1304,1,150,E
0,1,6679,0,750,274,1,300,C
1,0,4769,1,0,0,0,400,B
1,1,3372,17,2815,1734,1,150,E
0,0,2150,0,0,0,0,500,A
1,1,5201,17,2182,838,0,300,C
1,0,-1636,23,0,0,0,250,D
1,1,5384,17,2150,45,1,150,E
1,0,-1388,25,0,0,0,250,D
0,1,-637,0,1834,1412,0,300,C
0,1,9312,0,1147,925,0,450,B
1,1,9415,33,2801,1826,0,300,C
0,1,917,0,1968,1664,1,250,D
0,0,6174,0,0,0,0,500,A
0,1,-506,0,2473,2,0,350,C
0,0,5575,0,0,0,0,500,A
1,1,9803,28,477,69,0,300,C
1,0,-1977,26,0,0,0,250,D
1,0,4016,16,0,0,0,350,C
0,0,187,0,0,0,0,500,A
1,0,4519,8,0,0,0,400,B
1,0,6649,20,0,0,0,350,C
0,0,2193,0,0,0,0,500,A
0,0,4430,0,0,0,0,500,A
1,0,7305,6,0,0,0,400,B
0,1,7731,0,178,76,1,300,C
0,0,-730,0,0,0,0,400,B
1,0,5957,12,0,0,0,400,B
0,0,4642,0,0,0,0,500,A
1,0,9616,1,0,0,0,400,B
0,1,8051,0,1881,1275,1,300,C
1,0,8619,24,0,0,0,350,C
1,1,3196,28,2502,687,0,300,C
0,0,-912,0,0,0,0,400,B
1,0,8608,34,0,0,0,350,C
0,0,9198,0,0,0,0,500,A
0,0,3730,0,0,0,0,500,A
0,0,4009,0,0,0,0,500,A
1,1,-1959,28,3017,1877,1,50,F
0,0,5343,0,0,0,0,500,A
0,1,3087,0,1859,102,0,450,B
1,1,1007,16,2830,777,0,300,C
1,0,-600,28,0,0,0,250,D
1,0,3932,27,0,0,0,350,C
1,1,9497,11,2109,364,0,350,C
0,0,4708,0,0,0,0,500,A
0,1,6982,0,218,98,1,300,C
0,1,-1556,0,1308,1295,0,300,C
1,1,5624,30,1848,226,0,300,C
1,1,9954,29,863,810,1,150,E
1,1,1209,6,297,20,0,350,C
1,1,7988,15,1180,74,1,150,E
1,0,3753,13,0,0,0,350,C
0,1,-1572,0,1519,834,1,200,D
1,0,7917,20,0,0,0,350,C
1,1,8376,32,2902,804,1,150,E
0,0,5943,0,0,0,0,500,A
0,1,9175,0,1963,1046,1,300,C
1,0,3482,25,0,0,0,350,C
0,1,4227,0,3234,911,1,300,C
0,1,6007,0,627,463,1,300,C
1,1,9210,6,1316,389,0,350,C
1,1,8068,8,3121,618,1,200,D
0,0,1875,0,0,0,0,500,A
1,1,142,36,236,187,1,100,E
1,0,6190,8,0,0,0,400,B
0,1,9672,0,2982,2968,1,300,C
0,0,915,0,0,0,0,500,A
1,0,8298,3,0,0,0,400,B
1,1,6037,16,1686,1267,0,300,C
1,1,6361,6,2656,1140,1,200,D
0,0,5801,0,0,0,0,500,A
1,0,4047,19,0,0,0,350,C
1,1,3428,16,1276,699,1,150,E
1,0,-1573,17,0,0,0,250,D
0,1,838,0,596,534,1,250,D
0,1,-372,0,2472,904,1,200,D
0,0,-562,0,0,0,0,400,B
1,0,-1926,23,0,0,0,250,D
1,0,7667,3,0,0,0,400,B
1,0,6183,35,0,0,0,350,C
0,0,5799,0,0,0,0,500,A
0,1,5993,0,2964,2402,1,300,C
0,1,6538,0,3273,783,0,450,B
1,0,8039,19,0,0,0,350,C
0,1,-1359,0,2989,1338,1,200,D
1,1,7054,25,577,563,0,300,C
1,0,438,29,0,0,0,350,C
1,1,1267,17,2222,1306,0,300,C
1,0,5536,14,0,0,0,350,C
0,0,9969,0,0,0,0,500,A
1,1,5352,9,2305,1925,0,350,C
1,1,1558,26,3332,2763,1,150,E
1,1,-1347,13,2238,1708,1,50,F
0,0,3774,0,0,0,0,500,A
0,0,2912,0,0,0,0,500,A
1,1,3399,21,1301,22,1,150,E
1,0,2111,28,0,0,0,350,C
1,1,7063,2,434,258,1,200,D
0,1,9910,0,574,519,1,300,C
1,0,6182,14,0,0,0,350,C
1,0,9221,36,0,0,0,350,C
1,1,2752,34,691,122,1,150,E
0,1,9916,0,1861,2,0,450,B
0,0,9125,0,0,0,0,500,A
0,1,6073,0,1540,431,0,450,B
0,1,4563,0,2074,1562,1,300,C
0,1,9904,0,3402,2474,1,300,C
0,1,-562,0,213,123,0,300,C
1,0,5773,2,0,0,0,400,B
0,0,8109,0,0,0,0,500,A
1,0,6247,32,0,0,0,350,C
0,0,5578,0,0,0,0,500,A
0,0,2121,0,0,0,0,500,A
0,0,729,0,0,0,0,500,A
0,1,9129,0,1291,1087,1,300,C
0,0,3801,0,0,0,0,500,A
1,1,9128,11,3266,2320,0,350,C
1,0,-827,34,0,0,0,250,D
0,1,4784,0,2794,589,0,450,B
1,0,4474,36,0,0,0,350,C
1,1,2494,20,1379,1196,0,300,C
0,1,1733,0,3158,1330,1,300,C
0,1,6085,0,1613,206,1,300,C
0,0,1106,0,0,0,0,500,A
1,0,3817,8,0,0,0,400,B
0,1,5079,0,1169,801,1,300,C
0,1,2763,0,1541,301,1,300,C
1,0,5320,24,0,0,0,350,C
1,0,1949,34,0,0,0,350,C
1,1,3509,23,1921,1641,0,300,C
0,0,-1277,0,0,0,0,400,B
0,1,201,0,879,174,1,300,C
1,0,4033,30,0,0,0,350,C
1,1,5132,14,566,218,1,150,E
1,0,3728,30,0,0,0,350,C
0,1,6404,0,526,12,0,450,B
1,1,8395,5,2103,1474,1,200,D
0,0,1052,0,0,0,0,500,A
0,0,1224,0,0,0,0,500,A
0,1,6999,0,146,111,1,300,C
1,0,9619,11,0,0,0,400,B
1,1,1559,5,3423,1431,1,200,D
1,0,5009,23,0,0,0,350,C
0,1,-1180,0,1829,353,0,350,C
1,1,1121,32,1378,608,1,150,E
0,1,1753,0,130,62,0,450,B
1,1,4896,12,2775,1016,0,350,C
0,0,8055,0,0,0,0,500,A
1,0,5402,21,0,0,0,350,C
0,1,8958,0,1776,892,0,450,B
1,1,7875,33,275,111,0,300,C
0,1,3661,0,1571,1270,0,450,B
1,0,8501,6,0,0,0,400,B
1,1,8045,26,2091,324,1,150,E
0,0,921,0,0,0,0,500,A
1,1,9615,10,2917,2900,0,350,C
1,0,-849,2,0,0,0,300,C
0,1,8883,0,221,176,1,300,C
0,0,6507,0,0,0,0,500,A
1,0,-835,30,0,0,0,250,D
0,0,998,0,0,0,0,500,A
0,1,9423,0,922,482,0,450,B
1,1,7202,19,3215,2612,0,300,C
1,0,2872,20,0,0,0,350,C
1,1,6549,18,102,30,0,300,C
0,1,6772,0,717,510,0,450,B
0,1,-1965,0,2680,1914,0,350,C
0,0,-697,0,0,0,0,400,B
1,1,2161,10,1954,1653,1,150,E
1,0,2352,21,0,0,0,350,C
0,1,3804,0,2209,1640,0,450,B
0,1,1556,0,686,550,0,450,B
1,1,3126,16,2039,1019,1,150,E
1,0,6582,7,0,0,0,400,B
0,1,3785,0,2774,2251,1,300,C
0,0,4026,0,0,0,0,500,A
1,1,1874,28,2058,1982,0,250,D
0,0,9531,0,0,0,0,500,A
0,1,6618,0,1941,143,0,450,B
0,1,1266,0,658,78,1,300,C
0,0,-1812,0,0,0,0,400,B
0,1,6749,0,1602,1117,0,450,B
0,1,2230,0,1482,1311,1,250,D
0,1,-238,0,3053,1743,0,350,C
1,1,3462,26,642,448,1,150,E
1,0,5362,23,0,0,0,350,C
1,1,8734,21,1516,1515,1,150,E
1,0,6998,23,0,0,0,350,C
1,0,6824,14,0,0,0,350,C
1,0,9337,36,0,0,0,350,C
1,1,1146,11,1008,692,0,300,C
0,1,-786,0,37,23,0,300,C
1,1,149,3,1588,147,0,350,C
0,0,4677,0,0,0,0,500,A
0,1,-851,0,2232,1053,1,200,D
1,1,4282,14,2495,389,0,300,C
0,0,-503,0,0,0,0,400,B
0,0,9724,0,0,0,0,500,A
0,0,6120,0,0,0,0,500,A
0,1,1218,0,1210,8,1,300,C
1,0,2027,36,0,0,0,350,C
1,0,-1015,17,0,0,0,250,D
0,0,-1998,0,0,0,0,400,B
1,1,-1755,31,391,356,1,0,F
1,0,1480,11,0,0,0,400,B
0,1,6095,0,2547,1686,1,300,C
1,0,-1036,23,0,0,0,250,D
1,0,7669,2,0,0,0,400,B
0,1,1327,0,2224,2158,0,400,B
0,1,2809,0,867,379,0,450,B
1,1,-1941,4,3029,2731,0,200,D
0,1,7310,0,3333,1302,1,300,C
1,0,547,24,0,0,0,350,C
1,1,9809,17,85,62,1,150,E
1,0,7270,23,0,0,0,350,C
1,1,5959,16,641,144,0,300,C
1,0,3390,22,0,0,0,350,C
1,0,5577,34,0,0,0,350,C
1,1,4228,23,1200,732,1,150,E
0,1,5071,0,1109,126,1,300,C
1,1,7358,2,2523,1040,1,200,D
0,1,768,0,1836,181,0,450,B
0,1,4090,0,2845,328,0,450,B
1,0,6719,32,0,0,0,350,C
1,0,8882,10,0,0,0,400,B
1,1,-1734,4,462,432,1,50,F
1,0,6641,28,0,0,0,350,C
0,1,7457,0,768,38,1,300,C
0,0,7799,0,0,0,0,500,A
1,0,-1816,19,0,0,0,250,D
1,1,2424,21,2732,955,1,150,E
1,1,6467,26,29,12,1,150,E
1,0,3703,24,0,0,0,350,C
1,0,6937,22,0,0,0,350,C
0,1,1733,0,2823,1866,1,300,C
0,1,4947,0,888,408,1,300,C
0,1,4628,0,1021,832,0,450,B
1,1,4142,24,1570,1228,1,150,E
1,1,2961,24,519,507,0,300,C
1,0,9587,6,0,0,0,400,B
1,1,5338,3,457,432,1,200,D
0,0,3984,0,0,0,0,500,A
0,0,4037,0,0,0,0,500,A
1,0,8364,8,0,0,0,400,B
0,1,-1763,0,3366,3316,0,300,C
1,0,1743,11,0,0,0,400,B
0,0,3527,0,0,0,0,500,A
1,0,2963,11,0,0,0,400,B
0,1,1743,0,4,4,0,450,B
1,0,4916,14,0,0,0,350,C
1,0,8314,29,0,0,0,350,C
0,1,1251,0,2731,2076,1,300,C
0,0,-1466,0,0,0,0,400,B
0,0,3338,0,0,0,0,500,A
0,0,7056,0,0,0,0,500,A
0,0,6257,0,0,0,0,500,A
1,0,-1335,34,0,0,0,250,D
1,0,7236,5,0,0,0,400,B
1,0,9437,35,0,0,0,350,C
1,0,1989,14,0,0,0,350,C
1,1,6455,1,2247,1461,1,200,D
0,0,4141,0,0,0,0,500,A
1,1,3017,16,2243,2052,0,250,D
0,0,5239,0,0,0,0,500,A
1,1,7927,3,2432,499,0,350,C
0,0,7596,0,0,0,0,500,A
0,1,891,0,684,193,0,450,B
1,0,-1440,10,0,0,0,300,C
0,1,-1174,0,256,43,0,300,C
0,1,6893,0,2751,1103,1,300,C
1,1,-1070,11,346,145,0,200,D
0,1,8927,0,677,671,1,300,C
1,0,8563,22,0,0,0,350,C
0,1,8585,0,767,310,0,450,B
0,0,-1119,0,0,0,0,400,B
0,0,3676,0,0,0,0,500,A
0,0,-74,0,0,0,0,400,B
0,1,2254,0,3331,1744,0,450,B
1,1,7656,1,2283,790,1,200,D
1,1,15,34,1305,547,1,150,E
0,0,-1103,0,0,0,0,400,B
1,0,-404,14,0,0,0,250,D
1,0,7046,12,0,0,0,400,B
0,1,6264,0,2999,2494,1,300,C
1,1,1054,36,3490,2143,0,300,C
1,1,8997,14,1161,324,0,300,C
0,1,-1784,0,287,113,1,150,E
0,0,7863,0,0,0,0,500,A
0,0,2089,0,0,0,0,500,A
1,0,1223,9,0,0,0,400,B
1,0,699,17,0,0,0,350,C
0,0,6890,0,0,0,0,500,A
0,0,1211,0,0,0,0,500,A
1,0,9233,3,0,0,0,400,B
0,1,3504,0,2785,2539,0,400,B
0,1,114,0,2776,481,1,300,C
0,1,3178,0,422,304,0,450,B
1,0,1298,4,0,0,0,400,B
1,0,9482,24,0,0,0,350,C
0,0,7233,0,0,0,0,500,A
1,0,5484,19,0,0,0,350,C
1,1,3348,28,3418,2346,0,300,C
1,1,-448,20,1916,858,0,200,D
1,0,1591,22,0,0,0,350,C
0,1,9071,0,2799,1070,0,450,B
1,0,4384,22,0,0,0,350,C
0,0,5809,0,0,0,0,500,A
0,0,663,0,0,0,0,500,A
0,1,3102,0,649,141,0,450,B
0,0,2400,0,0,0,0,500,A
0,1,7382,0,2022,661,0,450,B
0,1,5463,0,1380,458,0,450,B
1,0,-1785,34,0,0,0,250,D
0,0,2350,0,0,0,0,500,A
0,0,-836,0,0,0,0,400,B
0,0,4505,0,0,0,0,500,A
0,1,917,0,1721,1356,1,250,D
0,1,9724,0,3431,875,1,300,C
0,1,5447,0,1591,413,1,300,C
0,1,-268,0,1032,858,1,150,E
1,1,6800,17,2840,948,1,150,E
0,0,-1276,0,0,0,0,400,B
1,1,3613,19,447,424,0,300,C
0,0,-1525,0,0,0,0,400,B
0,1,3265,0,325,74,0,450,B
1,0,2712,32,0,0,0,350,C
0,0,-821,0,0,0,0,400,B
1,0,8374,13,0,0,0,350,C
1,0,5553,8,0,0,0,400,B
1,0,9192,8,0,0,0,400,B
1,1,8299,11,2808,623,1,200,D
1,1,8851,20,2799,2,0,300,C
0,0,9357,0,0,0,0,500,A
0,0,5451,0,0,0,0,500,A
0,1,1140,0,2002,1265,0,450,B
1,0,3244,16,0,0,0,350,C
1,1,7484,4,2928,573,0,350,C
1,1,6304,17,3184,963,0,300,C
1,0,1653,14,0,0,0,350,C
0,0,4725,0,0,0,0,500,A
1,1,4814,30,1575,73,1,150,E
0,0,-1303,0,0,0,0,400,B
1,1,4803,18,2949,775,0,300,C
1,1,5359,5,763,598,0,350,C
1,0,4207,33,0,0,0,350,C
0,0,1942,0,0,0,0,500,A
1,0,5278,20,0,0,0,350,C
0,0,97,0,0,0,0,500,A
1,0,4724,15,0,0,0,350,C
0,0,9286,0,0,0,0,500,A
1,0,3262,8,0,0,0,400,B
0,0,2922,0,0,0,0,500,A
1,0,-666,20,0,0,0,250,D
1,1,7272,18,856,602,0,300,C
1,1,305,23,1618,166,0,300,C
0,1,8308,0,1679,1578,0,450,B
1,0,6879,33,0,0,0,350,C
0,0,-1039,0,0,0,0,400,B
1,0,5127,19,0,0,0,350,C
1,0,6864,12,0,0,0,400,B
1,1,8577,23,1704,333,0,300,C
0,0,7267,0,0,0,0,500,A
0,0,1065,0,0,0,0,500,A
0,0,-1320,0,0,0,0,400,B
1,0,8137,17,0,0,0,350,C
0,0,3780,0,0,0,0,500,A
0,0,4304,0,0,0,0,500,A
0,1,766,0,1860,447,0,450,B
1,0,2795,5,0,0,0,400,B
1,1,-250,6,2090,1914,0,200,D
0,1,-143,0,1390,341,1,200,D
0,1,-1157,0,772,300,0,300,C
1,0,-1369,26,0,0,0,250,D
0,1,-1594,0,1735,542,1,200,D
0,0,1166,0,0,0,0,500,A
0,0,7779,0,0,0,0,500,A
1,1,-826,33,844,827,1,0,F
1,0,681,24,0,0,0,350,C
1,0,8277,27,0,0,0,350,C
0,1,779,0,334,254,0,450,B
1,0,1286,29,0,0,0,350,C
1,0,9602,17,0,0,0,350,C
0,0,2816,0,0,0,0,500,A
0,1,2802,0,2231,2005,0,400,B
1,0,1124,6,0,0,0,400,B
0,1,-382,0,1096,1050,1,150,E
0,0,5585,0,0,0,0,500,A
0,0,-1692,0,0,0,0,400,B
0,1,-196,0,136,130,1,150,E
0,1,5470,0,2896,1373,0,450,B
1,1,2668,24,1159,258,1,150,E
0,1,6722,0,3284,2627,0,450,B
0,0,9507,0,0,0,0,500,A
0,1,-1703,0,1497,76,1,200,D
0,1,-1759,0,1360,305,1,200,D
0,0,3362,0,0,0,0,500,A
1,1,-1358,1,1381,1119,0,200,D
1,0,18,10,0,0,0,400,B
0,1,3029,0,2465,582,1,300,C
0,1,-181,0,2456,370,0,350,C
1,0,3521,27,0,0,0,350,C
1,1,760,16,2465,514,1,150,E
0,1,8173,0,126,47,0,450,B
1,0,6786,28,0,0,0,350,C
1,0,9985,3,0,0,0,400,B
0,0,6997,0,0,0,0,500,A
0,0,1778,0,0,0,0,500,A
1,0,-1852,4,0,0,0,300,C
0,1,7307,0,1215,837,0,450,B
0,0,1833,0,0,0,0,500,A
0,0,3619,0,0,0,0,500,A
1,0,2068,34,0,0,0,350,C
1,1,7209,2,2149,1029,0,350,C
0,1,1974,0,2565,2368,0,400,B
0,1,-1702,0,567,140,0,300,C
0,0,5795,0,0,0,0,500,A
1,1,1987,3,433,335,0,350,C
0,1,865,0,107,101,0,450,B
1,1,6318,28,2063,113,1,150,E
1,0,8528,21,0,0,0,350,C
1,1,4606,30,2458,576,0,300,C
1,0,477,15,0,0,0,350,C
0,0,695,0,0,0,0,500,A
0,1,8160,0,2929,1857,0,450,B
0,1,9468,0,1485,1261,1,300,C
0,0,315,0,0,0,0,500,A
0,1,2121,0,938,776,1,300,C
0,0,6758,0,0,0,0,500,A
0,0,1962,0,0,0,0,500,A
0,1,5510,0,37,24,1,300,C
0,0,6373,0,0,0,0,500,A
1,0,4842,20,0,0,0,350,C
0,0,-751,0,0,0,0,400,B
0,1,4699,0,541,451,1,300,C
1,0,9154,34,0,0,0,350,C
0,1,8186,0,3173,2414,0,450,B
0,0,4131,0,0,0,0,500,A
1,0,7763,2,0,0,0,400,B
1,0,2168,17,0,0,0,350,C
0,1,9130,0,4,1,1,300,C
1,0,9558,27,0,0,0,350,C
1,0,-329,5,0,0,0,300,C
0,1,9838,0,932,722,0,450,B
0,1,6030,0,2034,946,0,450,B
0,0,971,0,0,0,0,500,A
0,0,2524,0,0,0,0,500,A
0,0,2630,0,0,0,0,500,A
0,0,-790,0,0,0,0,400,B
1,0,-1898,21,0,0,0,250,D
0,0,6780,0,0,0,0,500,A
0,0,148,0,0,0,0,500,A
1,1,7134,5,2678,2673,1,200,D
1,1,2916,35,1737,1098,1,150,E
0,1,4242,0,3268,2800,1,250,D
1,0,8763,21,0,0,0,350,C
0,1,8364,0,2873,2782,1,300,C
1,0,5465,26,0,0,0,350,C
1,0,7045,3,0,0,0,400,B
0,0,4497,0,0,0,0,500,A
1,1,8606,7,3306,413,1,200,D
0,1,4725,0,815,635,0,450,B
1,0,6405,22,0,0,0,350,C
0,1,-1243,0,2918,1710,1,200,D
0,0,6133,0,0,0,0,500,A
1,0,8105,3,0,0,0,400,B
0,1,548,0,2132,1125,1,300,C
1,0,5748,4,0,0,0,400,B
0,1,9054,0,631,347,1,300,C
1,1,4150,8,236,201,1,200,D
1,1,7528,24,1684,1482,0,300,C
0,1,-10,0,1241,817,0,300,C
0,1,-1187,0,2964,1762,1,200,D
1,0,-871,4,0,0,0,300,C
0,0,3171,0,0,0,0,500,A
0,0,6279,0,0,0,0,500,A
1,0,-1563,21,0,0,0,250,D
0,1,6281,0,332,32,0,450,B
0,0,656,0,0,0,0,500,A
0,0,6976,0,0,0,0,500,A
0,0,8752,0,0,0,0,500,A
1,1,621,20,725,344,1,100,E
0,1,1812,0,1428,1050,0,400,B
0,1,2751,0,2871,1831,1,300,C
1,1,791,13,2505,528,1,150,E
0,1,4216,0,1708,1096,1,300,C
0,0,9535,0,0,0,0,500,A
1,1,2328,10,3022,443,0,350,C
0,1,2975,0,2522,1762,0,450,B
1,1,6144,16,1573,627,0,300,C
1,1,5258,13,2898,2327,1,150,E
1,0,4652,3,0,0,0,400,B
0,0,-703,0,0,0,0,400,B
1,1,-1000,10,1729,1435,0,200,D
0,0,536,0,0,0,0,500,A
0,1,7404,0,1255,724,1,300,C
1,1,8292,12,3360,2009,0,350,C
0,0,3982,0,0,0,0,500,A
0,0,9437,0,0,0,0,500,A
1,1,2178,29,667,227,1,150,E
1,0,3267,6,0,0,0,400,B
0,0,3582,0,0,0,0,500,A
0,0,-460,0,0,0,0,400,B
0,1,6646,0,1105,314,0,450,B
0,1,6036,0,1265,353,1,300,C
1,1,8240,6,2632,1307,1,200,D
1,0,3653,11,0,0,0,400,B
1,0,155,9,0,0,0,400,B
0,0,5243,0,0,0,0,500,A
0,0,9431,0,0,0,0,500,A
1,1,6413,17,334,287,0,300,C
1,0,2220,22,0,0,0,350,C
1,0,10000,10,0,0,0,400,B
1,0,7165,24,0,0,0,350,C
0,1,4190,0,1512,355,0,450,B
1,1,-886,22,1818,892,0,200,D
1,0,8569,1,0,0,0,400,B
0,1,4572,0,2321,1284,0,450,B
0,0,1448,0,0,0,0,500,A
1,1,-1650,10,2140,1497,0,250,D
1,1,746,28,473,63,0,300,C
0,1,3555,0,2876,1237,1,300,C
1,0,3934,11,0,0,0,400,B
0,1,5727,0,2971,267,0,450,B
0,0,6856,0,0,0,0,500,A
1,0,6019,11,0,0,0,400,B
1,0,1290,10,0,0,0,400,B
0,0,3922,0,0,0,0,500,A
0,1,1993,0,3206,1130,0,450,B
1,1,1964,28,2179,802,0,300,C
0,0,3016,0,0,0,0,500,A
1,1,9120,12,2683,1881,0,350,C
0,1,1976,0,2381,1224,0,450,B
0,1,-1305,0,1615,522,1,200,D
1,0,8833,36,0,0,0,350,C
1,0,1269,10,0,0,0,400,B
0,0,4977,0,0,0,0,500,A
0,1,395,0,2054,1377,1,300,C
1,1,4040,9,929,584,1,200,D
1,0,6518,20,0,0,0,350,C
0,0,1071,0,0,0,0,500,A
1,1,4099,10,3217,767,1,200,D
1,0,-1327,9,0,0,0,300,C
1,0,-330,1,0,0,0,300,C
0,0,8921,0,0,0,0,500,A
0,0,9037,0,0,0,0,500,A
1,0,4649,4,0,0,0,400,B
1,1,982,23,828,625,0,250,D
1,1,8372,18,569,118,0,300,C
1,1,3262,14,3201,673,1,150,E
1,1,6280,24,1800,1082,1,150,E
1,1,101,24,2994,720,0,300,C
1,0,8022,1,0,0,0,400,B
1,0,829,15,0,0,0,350,C
0,0,3889,0,0,0,0,500,A
0,0,-207,0,0,0,0,400,B
1,0,6941,18,0,0,0,350,C
0,0,-317,0,0,0,0,400,B
0,0,7514,0,0,0,0,500,A
1,1,8793,12,2815,121,0,350,C
1,0,1310,29,0,0,0,350,C
1,0,-1735,18,0,0,0,250,D
0,0,1343,0,0,0,0,500,A
1,0,9997,23,0,0,0,350,C
0,1,9340,0,3020,2749,1,300,C
0,0,8698,0,0,0,0,500,A
1,0,7924,3,0,0,0,400,B
0,0,4982,0,0,0,0,500,A
0,0,1005,0,0,0,0,500,A
1,1,-1263,22,1395,639,1,50,F
0,0,8114,0,0,0,0,500,A
1,0,4826,11,0,0,0,400,B
1,0,9250,6,0,0,0,400,B
0,1,4768,0,2056,1002,1,300,C
